ngoId,fiscalYear,totalIncome,totalGrant,totalExpense,totalAssets,totalLiabilities,totalFundingGap,sourceOfFunds,majorFunders,ngoBudgetAllocation,ngoBudgetUtilization,auditReport,avgMonthlyExpenditure,avgMonthlyOverhead,longTermLoan,fulltimeEmployees,parttimeEmployees,employmentExpenses,fulltimeVolunteers,parttimeVolunteers,volunteerExpenses,consultants,consultantExpenses,occupancyExpenses,fundraisingExpenses
795bda6d-fda9-3172-bf7c-38906ea31da3,,,,,,,,,,,,,,,,25,,,,,,,,,
2b4489cd-9853-3f64-8668-100823f342b3,,,,,,,,,,,,,,,,11,,,4.0,,,,,,
df94563e-4c21-3914-a20a-def539e42b27,,,,,,,,,,,,,,,,8,,,5.0,,,,,,
98999e2a-7d49-3efc-b291-084f51441583,,,,,,,,,,,,,,,,8,,,5.0,,,,,,
188e64fc-27a6-3a22-8316-0cfbf15b8191,,,,,,,,,,,,,,,,13,,,25.0,,,,,,
75986570-da93-3fee-a74a-46a51dad2be4,FY 2018-19,,,5000000,,,,,,,,,,,,17,,,4.0,,,,,,
c91e5d16-1111-3d8f-a9ef-f5a301e0fb17,,,,,,,,,,,,,,,,14,,,,,,,,,
707c0593-42b8-3c2d-9f72-af8d7f52fdc8,,,,,,,,,,,,,,,,12,,,5.0,,,,,,
6b7ed8a5-726a-3b2d-b5e0-b46a1cf0205f,,,,,,,,,,,,,,,,8,,,22.0,,,,,,
f7b5a0cb-e60c-3f34-80fa-b340938935aa,,,,,,,,,,,,,,,,5,,,,,,,,,
9e45ed89-16c4-33fe-b55c-a202d07dfd79,,,,,,,,,,,,,,,,8,,,0.0,,,,,,
0b95039e-2825-3080-98a8-90aa093b3dc6,,,,,,,,,,,,,,,,40,,,1.0,,,,,,
2e8699db-b573-3481-89f3-4562ec834526,,,,,,,,,,,,,,,,5,,,2.0,,,,,,
a4755287-cc77-3a74-a366-80cf35716ef6,,,,,,,,,,,,,,,,2,,,3.0,,,,,,
1a931f81-ad8f-367b-8337-cb9077bf7fc0,FY 2018-19,,,One Crore Thirty Three Lakhs,,,,,,,,,,,,16,,,,,,,,,
b41ab9b0-cf27-37af-be1d-09e53379a56d,,,,,,,,,,,,,,,,18,,,25.0,,,,,,
e924105d-cb8a-3b2b-bddd-4754196a4f57,,,,,,,,,,,,,,,,14,,,35.0,,,,,,
ecf9405f-b45a-37f8-a7dc-a62518547f02,,,,,,,,,,,,,,,,5,,,2.0,,,,,,
c56a3d4d-fe0d-34fe-84f0-166b07f60300,FY 2019-20,,,4025652.8,,,,,,,,,,,,15,,,20.0,,,,,,
7dbe8763-e81b-3c80-a053-790950348d0e,,,,,,,,,,,,,,,,60,,,1000.0,,,,,,
f2e0a31a-9678-36b4-9b08-3968dce6ac97,,,,,,,,,,,,,,,,7,,,3.0,,,,,,
0f39d9bb-cb52-3ccd-a87c-d0d44221cb5d,,,,,,,,,,,,,,,,47,,,20.0,,,,,,
2fa0caf4-b8b0-3bab-b4fc-f2674b081fcf,,,,,,,,,,,,,,,,0,,,0.0,,,,,,
5428d241-f73f-3c8e-8bc8-408ddaf226be,,,,,,,,,,,,,,,,21,,,18.0,,,,,,
2accf0fe-5695-3781-aac4-23ba84d50e4c,,,,,,,,,,,,,,,,60,,,2.0,,,,,,
42de6fa5-7829-3d34-9acc-7e721be880aa,,,,,,,,,,,,,,,,66,,,60.0,,,,,,
e2b19968-1d4f-3ded-bbfc-df0dca804a91,,,,,,,,,,,,,,,,54,,,15.0,,,,,,
fa038e32-6528-3fd6-95b5-ec859b2a6198,,,,,,,,,,,,,,,,2,,,,,,,,,
61401dce-d4b7-333e-802f-b67c06280706,,,,,,,,,,,,,,,,2,,,1.0,,,,,,
d0330165-8bd1-3e8b-b7bf-41c3be7e21ff,,,,,,,,,,,,,,,,32,,,8.0,,,,,,
7026879a-b491-3645-83d7-14aa82799ccf,,,,,,,,,,,,,,,,86,,,,,,,,,
53cf6668-00b2-3a2c-a43b-62db0c0bed93,,,,,,,,,,,,,,,,0,,,0.0,,,,,,
42341e75-e051-35d5-8314-af996cb47102,,,,,,,,,,,,,,,,62,,,1100.0,,,,,,
5eaa9d7d-6f68-39ac-9006-8aec05d8f655,FY 2018-19,,,6022233,,,,,,,,,,,,41,,,359.0,,,,,,
dbb7939c-f4e7-32fd-a680-ba8b896d4122,,,,,,,,,,,,,,,,5,,,40.0,,,,,,
6393f317-6cee-35f2-a673-65f20fa6d87b,,,,,,,,,,,,,,,,4,,,1.0,,,,,,
474d829c-1f54-3e4f-ab27-87fe97297259,,,,,,,,,,,,,,,,94,,,18.0,,,,,,
b10a553b-58fa-3ebf-8727-68ee420e95ca,,,,,,,,,,,,,,,,20,,,50.0,,,,,,
84308ee7-d00d-3309-90f6-fb9db233fdb5,FY 2017-18,,,132472.8,,,,,,,,,,,,0,,,5.0,,,,,,
0f92bcd8-37bb-31fc-a956-1dbad8106d86,,,,,,,,,,,,,,,,10,,,20.0,,,,,,
de4bddeb-6be6-36bb-b144-edcb5dc636b1,FY 2019-20,,,4472700,,,,,,,,,,,,8,,,35.0,,,,,,
49f14b86-a248-3eab-b0ae-42e0cdd1fbd7,,,,,,,,,,,,,,,,36,,,0.0,,,,,,
3cf23bff-1f42-3bfc-a115-f09106e7cafc,,,,,,,,,,,,,,,,21,,,30.0,,,,,,
608dd4b0-a0b1-3617-a9a7-fba44f9b41ab,,,,,,,,,,,,,,,,3,,,115.0,,,,,,
27445deb-8aa2-3c2e-afc3-54c2950f4711,,,,,,,,,,,,,,,,14,,,,,,,,,
dc250c89-9d5b-3980-91e7-7db90d8f2a31,,,,,,,,,,,,,,,,8,,,,,,,,,
7398d847-02c7-3e21-b6ac-c653cec4b752,,,,,,,,,,,,,,,,6,,,4.0,,,,,,
af3c4b1c-b165-3bdf-acc0-6961e8e7c0bc,,,,,,,,,,,,,,,,19,,,0.0,,,,,,
da804ffd-d180-39b3-be97-f895969b2222,,,,,,,,,,,,,,,,479,,,0.0,,,,,,
a5d0c6e7-8523-31bb-8f93-a583fe32e9a9,,,,,,,,,,,,,,,,34,,,18.0,,,,,,
20f1e179-52fd-38eb-810c-e48f0bfaac6d,,,,,,,,,,,,,,,,10,,,7.0,,,,,,
a757b51c-1069-38b5-b7fb-22446f9beb67,FY 2018-19,,,2624633,,,,,,,,,,,,22,,,100.0,,,,,,
8e1ff3be-9c91-36ec-a97e-bee3b3760d23,FY 2018-19,,,2675904,,,,,,,,,,,,27,,,2.0,,,,,,
ddfefa70-9ab5-38c2-b084-bb701c232dce,,,,,,,,,,,,,,,,5,,,25.0,,,,,,
9d4cb2a5-facc-34b1-83de-2e2af1592080,FY 2018-19,,,2959117,,,,,,,,,,,,11,,,2.0,,,,,,
49364adc-e24e-3c28-a21f-728d9a3c0c46,,,,,,,,,,,,,,,,20,,,5.0,,,,,,
4973064c-a3ec-3fa5-b874-4b1d75133f7e,FY 2017-18,,,4300000,,,,,,,,,,,,100,,,50.0,,,,,,
21418bae-e36d-3d30-9f5e-bb89f49cb59b,,,,,,,,,,,,,,,,5,,,4.0,,,,,,
fb37b4b5-f0b9-3a3a-a0e3-d746bb1bce31,,,,,,,,,,,,,,,,35,,,0.0,,,,,,
134ec8ce-c2e7-3ae8-a870-d5a9704ffe0c,FY 2017-18,,,74356470.91,,,,,,,,,,,,261,,,0.0,,,,,,
e22a5832-863e-312c-a54f-5be4903b1e49,,,,,,,,,,,,,,,,25,,,30.0,,,,,,
d2ef372a-dea7-3f43-a30b-87e842df0355,FY 2018-19,,,383.65,,,,,,,,,,,,35,,,6.0,,,,,,
84e3f058-c215-3e50-bf1b-f8a6d5ff9c62,,,,,,,,,,,,,,,,67,,,34.0,,,,,,
a6375c24-d6c4-32dd-b8c6-52602554ef6d,,,,,,,,,,,,,,,,1,,,12.0,,,,,,
2f11cca9-8230-3c7b-9ef9-a14d07ea3e30,,,,,,,,,,,,,,,,8,,,5.0,,,,,,
c4158a1c-29ae-3fac-9908-9f1824e97dcf,,,,,,,,,,,,,,,,10,,,,,,,,,
755beb74-0f78-3adf-91e3-89bccf78e745,,,,,,,,,,,,,,,,2,,,21.0,,,,,,
609013b8-4711-309b-bae0-89670743c303,,,,,,,,,,,,,,,,13,,,10.0,,,,,,
5ddff780-1d9f-3a70-9122-8cbdb30e5a31,,,,,,,,,,,,,,,,3,,,5.0,,,,,,
4a1012fc-dad1-334d-bc80-85f4765752cc,,,,,,,,,,,,,,,,11,,,30.0,,,,,,
41510fcf-0239-31cf-b3d0-0e2d0081a39c,,,,,,,,,,,,,,,,11,,,33.0,,,,,,
3b95e4fe-6d20-39e6-aabd-2986884cc956,,,,,,,,,,,,,,,,11,,,25.0,,,,,,
4bec5aab-08cd-3562-9faa-ba61477f192c,,,,,,,,,,,,,,,,114,,,,,,,,,
d2be590e-558a-3181-bb1f-7a15d9fe9bee,,,,,,,,,,,,,,,,12,,,15.0,,,,,,
5c78c5f8-575c-37f7-8881-c6aab08912e4,,,,,,,,,,,,,,,,20,,,35.0,,,,,,
445ed9bc-669d-3e12-8f3b-123b39004105,,,,,,,,,,,,,,,,4,,,6.0,,,,,,
4a0c4281-5596-3948-8140-d26847aadc45,,,,,,,,,,,,,,,,14,,,39.0,,,,,,
3a235c4b-e58b-3786-9074-5a2205b536bc,,,,,,,,,,,,,,,,24,,,110.0,,,,,,
91b79ee3-84c2-321c-aa37-eb12c3dad454,,,,,,,,,,,,,,,,6,,,5.0,,,,,,
62f87f4b-20c8-30ac-8454-50aa637d32c3,,,,,,,,,,,,,,,,25,,,3.0,,,,,,
66461e24-368c-303b-bbb3-b0a54ae12fc0,,,,,,,,,,,,,,,,8,,,10.0,,,,,,
1e4a93f4-8297-37d8-a5eb-2510b40e6300,,,,,,,,,,,,,,,,0,,,6.0,,,,,,
8a19ab0e-dac8-35ed-a80a-e6768e37d30b,,,,,,,,,,,,,,,,22,,,,,,,,,
2f60f9e2-6971-3aa7-84ee-77782edb5734,,,,,,,,,,,,,,,,127,,,2.0,,,,,,
2be72a8d-a255-34d4-a881-3cdf40819867,FY 2018-19,,,600000,,,,,,,,,,,,5,,,1.0,,,,,,
a1a5cc5d-c856-39be-a25a-819181a2b1d8,,,,,,,,,,,,,,,,22,,,105.0,,,,,,
ac95193d-f54b-3319-8e33-84ef56825b3f,FY 2018-19,,,150 LACS,,,,,,,,,,,,9,,,10.0,,,,,,
53013d58-c2f6-3a38-a9b1-d92a4bcc0bb9,,,,,,,,,,,,,,,,98,,,,,,,,,
22770637-f907-3904-8d16-4c4fe900c874,,,,,,,,,,,,,,,,210,,,4.0,,,,,,
1c6aac7a-0474-31ad-b86b-3d27b68441d8,,,,,,,,,,,,,,,,19,,,,,,,,,
14885d24-daea-3257-8210-0d69c652a44d,,,,,,,,,,,,,,,,5,,,25.0,,,,,,
dd633b30-292a-3bd0-bfb6-e33abdd2c8a5,,,,,,,,,,,,,,,,100,,,8.0,,,,,,
54f6fa12-a113-32e0-b59a-ed2b8015d945,,,,,,,,,,,,,,,,30,,,250.0,,,,,,
ddb8ba09-95b3-3fea-b389-377fd8db5a5d,,,,,,,,,,,,,,,,5,,,4.0,,,,,,
b2f70dbe-db57-3bf6-bb36-00f789a5d091,,,,,,,,,,,,,,,,15,,,5.0,,,,,,
ccb5948f-36ba-345f-b975-d6ba73c7e098,,,,,,,,,,,,,,,,10,,,25.0,,,,,,
80b0bfc5-6625-3594-94f6-978612a8acae,,,,,,,,,,,,,,,,3,,,10.0,,,,,,
1da66246-91f3-3da1-9e1f-ed7104195eda,,,,,,,,,,,,,,,,15,,,12.0,,,,,,
a4441ae7-f844-36d6-8983-d86143e7a75d,,,,,,,,,,,,,,,,10,,,7.0,,,,,,
a49d9b7a-c239-30ae-9087-baa602b13faa,,,,,,,,,,,,,,,,11,,,17.0,,,,,,
9f4ceae5-043f-3ce7-9cd4-629120a681a3,,,,,,,,,,,,,,,,94,,,1329.0,,,,,,
a269c953-9a5e-3bb3-a427-c6b1cb746d0a,,,,,,,,,,,,,,,,12,,,50.0,,,,,,
69e45d77-739a-35e4-a6f0-3a50b7df99d9,,,,,,,,,,,,,,,,4,,,5.0,,,,,,
8636fec9-f854-356d-ad24-4c69490b146c,,,,,,,,,,,,,,,,4,,,2.0,,,,,,
500bafda-229d-30cc-b446-bb0487e514a7,,,,,,,,,,,,,,,,39,,,5.0,,,,,,
5a0bfeac-b201-3aa2-a118-7d7fc18502c9,,,,,,,,,,,,,,,,50,,,10.0,,,,,,
e8602e7e-fed9-30bd-ab60-e63b1068cbc1,,,,,,,,,,,,,,,,82,,,2.0,,,,,,
c90eb3a2-c773-3da5-ac04-90978f6c3b25,,,,,,,,,,,,,,,,6,,,896.0,,,,,,
a9eec7a6-12b2-307a-8860-998fd0f68ae2,FY 2018-19,,,11.79,,,,,,,,,,,,5,,,70.0,,,,,,
aef9d4de-9561-3199-b85f-aa2f19437d72,,,,,,,,,,,,,,,,28,,,7.0,,,,,,
e01e18b2-dd19-3fb6-b9ab-d920022a4451,,,,,,,,,,,,,,,,5,,,12.0,,,,,,
1eb4938e-8242-3a40-878a-d2d800acc4a3,,,,,,,,,,,,,,,,8,,,10.0,,,,,,
6e1301f7-43a2-357d-a786-fe35ab9f64dc,,,,,,,,,,,,,,,,35,,,5.0,,,,,,
5ccb157e-b91c-3bf5-83ba-0ab1f8001df5,FY 2017-18,,,13052392.84,,,,,,,,,,,,14,,,5.0,,,,,,
dada29cc-06a7-3df9-9d25-50ee83d3b746,,,,,,,,,,,,,,,,65,,,,,,,,,
983d18de-5bb5-3bae-bd8f-78328ece5cc4,,,,,,,,,,,,,,,,,,,5.0,,,,,,
63552e48-3d65-3350-af2a-070aa3ee50cf,,,,,,,,,,,,,,,,117,,,,,,,,,
ea082b27-f3b2-3d92-b937-cdcdd9d5ee0c,,,,,,,,,,,,,,,,5,,,7.0,,,,,,
6b611f7b-36ed-30f6-8e32-3167e8e4e9a9,,,,,,,,,,,,,,,,39,,,2.0,,,,,,
0596b486-492d-35b4-8db1-308543cf2970,,,,,,,,,,,,,,,,2,,,5.0,,,,,,
46a71098-6b23-3a60-8e82-cb090cf3e795,,,,,,,,,,,,,,,,125,,,0.0,,,,,,
9a5e09bc-2be2-35f4-9eae-a6f38726d30e,,,,,,,,,,,,,,,,12,,,10.0,,,,,,
823768f1-6b77-30ab-a43c-bd0c40d22923,,,,,,,,,,,,,,,,30,,,,,,,,,
74298ba8-df5d-31e2-83df-1ae4e63c6898,FY 2017-18,,,,,,,,,,,,,,,2,,,5.0,,,,,,
d987504f-6230-33c1-bac8-930a39836dae,,,,,,,,,,,,,,,,15,,,,,,,,,
27169f92-44ab-36a1-bd71-e394f5ffb61b,,,,,,,,,,,,,,,,19,,,30.0,,,,,,
a6997539-3b6d-34f3-b6b3-e619c2c022f0,,,,,,,,,,,,,,,,54,,,,,,,,,
59e81b22-2ebc-364d-ad72-166e30830409,,,,,,,,,,,,,,,,4,,,5.0,,,,,,
c42286b5-852b-3de3-b475-595a1c056735,,,,,,,,,,,,,,,,25,,,0.0,,,,,,
d7473f93-7084-34bf-8626-972bdd55e890,,,,,,,,,,,,,,,,5,,,5.0,,,,,,
16c2a19b-d1f7-3913-a187-2c93a9fbf6cd,,,,,,,,,,,,,,,,33,,,,,,,,,
3ded02ff-9ee4-37ad-8372-09dc9115ae4c,,,,,,,,,,,,,,,,52,,,0.0,,,,,,
5fa31fb2-2a57-3c06-b2da-1911ba6c78cf,,,,,,,,,,,,,,,,5,,,150.0,,,,,,
4cfa442c-df27-30ba-8558-46d4ad71d06d,,,,,,,,,,,,,,,,10,,,5.0,,,,,,
d03d6b80-3570-36cf-9bb6-17cd77ac5a87,,,,,,,,,,,,,,,,8,,,3.0,,,,,,
22c03c39-75e9-3678-873d-4f9c74eda1c6,,,,,,,,,,,,,,,,36,,,58.0,,,,,,
469f397c-d362-3f39-a225-0843c719c93c,,,,,,,,,,,,,,,,8,,,20.0,,,,,,
5aa80a94-23f9-3fdd-ad61-0e1b09e6153e,,,,,,,,,,,,,,,,1,,,5.0,,,,,,
88442d7c-355d-3f3d-9dcf-faaf9c8f6c1a,,,,,,,,,,,,,,,,9,,,2.0,,,,,,
39b6f327-3f58-39f8-af61-618162384df1,,,,,,,,,,,,,,,,42,,,140.0,,,,,,
c6e0b4e8-7f3b-3a26-bd11-77b9f2e1e276,,,,,,,,,,,,,,,,8,,,3.0,,,,,,
6a64660e-4e8a-346d-98b9-91bb7a7385b5,,,,,,,,,,,,,,,,4,,,10.0,,,,,,
744a64ea-e53b-37d4-9cc9-2626f2ed6a09,,,,,,,,,,,,,,,,63,,,71.0,,,,,,
7629fb2e-fe6d-3013-b368-9fa54cd40c03,,,,,,,,,,,,,,,,280,,,2.0,,,,,,
df103de4-07ea-3113-8c6e-a192f09e12fe,,,,,,,,,,,,,,,,150,,,20.0,,,,,,
fe1093c1-46f9-352b-8ac0-dfcf41c856a8,FY 2019-20,,,15000000,,,,,,,,,,,,42,,,11.0,,,,,,
59e7e73b-56d9-38dd-b68e-3f5dd412744f,FY 2019-20,,,5,,,,,,,,,,,,0,,,15.0,,,,,,
81c4ce77-295e-39dc-958c-7f1435a204bd,,,,,,,,,,,,,,,,120,,,,,,,,,
d099db2b-a15a-319b-a9e9-6d314e6feb8f,,,,,,,,,,,,,,,,10,,,125.0,,,,,,
6c6609a4-5205-36b8-9853-bb5f74528b5a,FY 2018-19,,,1810767,,,,,,,,,,,,22,,,12.0,,,,,,
e11a56a8-f4aa-3793-b286-f10be1ddfb6a,,,,,,,,,,,,,,,,9,,,5.0,,,,,,
b9b45aa7-6fda-3e34-9f47-2fe397ebecd7,,,,,,,,,,,,,,,,53,,,20.0,,,,,,
7ba26bf4-0094-325f-be06-aebe0c6dd6cc,,,,,,,,,,,,,,,,8,,,50.0,,,,,,
13a78892-33a0-327d-94e0-ef5dea1e1895,FY 2018-19,,,25 lakhs,,,,,,,,,,,,12,,,254.0,,,,,,
9a714882-4b5e-3746-aef6-26ea884b2a8c,FY 2018-19,,,300000,,,,,,,,,,,,2,,,5.0,,,,,,
3a071a63-13f7-34ae-9c0b-f7abcae5eed4,,,,,,,,,,,,,,,,18,,,5.0,,,,,,
ea88f70a-8cca-3831-8262-55cd2a3d7889,,,,,,,,,,,,,,,,6,,,,,,,,,
fe9e9214-301f-3264-a471-7215cd539e43,,,,,,,,,,,,,,,,37,,,125.0,,,,,,
42e6542a-0379-3936-85c4-f5bb8f8ebe93,,,,,,,,,,,,,,,,27,,,0.0,,,,,,
37567715-0798-3d3b-ba8f-2a965d39c3d9,,,,,,,,,,,,,,,,20,,,8.0,,,,,,
f8f7e43d-ac2a-3686-aa86-8e34b011e9d1,,,,,,,,,,,,,,,,40,,,,,,,,,
864b80aa-6e65-307b-a1c3-6c952afc499a,,,,,,,,,,,,,,,,4,,,32.0,,,,,,
376aa519-9bc7-300c-bc0d-f964baa39e86,,,,,,,,,,,,,,,,10,,,5.0,,,,,,
5502ab32-2b40-3a33-886e-1ef362ef7d8a,,,,,,,,,,,,,,,,35,,,,,,,,,
8e421abf-65c6-3d5a-a0c3-4853571a47e0,,,,,,,,,,,,,,,,1,,,1.0,,,,,,
d3d38d07-f98a-3ec5-9c91-e7f63004fcbe,,,,,,,,,,,,,,,,23,,,1.0,,,,,,
ca4efa84-4098-3db2-abd4-310976339b76,,,,,,,,,,,,,,,,14,,,26.0,,,,,,
e013aaa9-5801-3c3b-8dfc-c2527a772391,,,,,,,,,,,,,,,,4,,,6.0,,,,,,
155e481c-a3b9-3e1e-a808-3c70a4b16624,,,,,,,,,,,,,,,,10,,,100.0,,,,,,
ea8482ca-9785-3561-b639-6af3793ffec8,,,,,,,,,,,,,,,,17,,,20.0,,,,,,
0d8d4f20-63db-3fc6-8d89-4820ed3123f4,,,,,,,,,,,,,,,,11,,,25.0,,,,,,
8c761f3a-fb6e-3dc0-b4d7-2ddccc5a2f23,,,,,,,,,,,,,,,,78,,,31.0,,,,,,
6e32b1d4-38f9-3d5a-8bf2-34133f43416b,,,,,,,,,,,,,,,,30,,,7.0,,,,,,
4085abb7-9e15-3f35-a7e7-ee7a1820f3a5,,,,,,,,,,,,,,,,39,,,29.0,,,,,,
9b6c70cb-c985-3808-aefa-1c1bbb1d6dd4,,,,,,,,,,,,,,,,61,,,8.0,,,,,,
edefedcd-e97a-374c-b9a9-346d658d7c69,,,,,,,,,,,,,,,,12,,,7.0,,,,,,
aa2603f5-82a0-36a6-a4d3-b1496c092c32,,,,,,,,,,,,,,,,1,,,7.0,,,,,,
312b5adc-1a6f-32f4-b8cd-452e0b86de25,,,,,,,,,,,,,,,,13,,,3.0,,,,,,
090e5296-d0e4-3102-85f6-ba37a8565466,,,,,,,,,,,,,,,,3,,,50.0,,,,,,
2b256186-b595-3276-ab6a-694b252ffe14,,,,,,,,,,,,,,,,8,,,,,,,,,
1d6c505d-1d42-3833-9523-096e8b641683,,,,,,,,,,,,,,,,8,,,20.0,,,,,,
0ad35571-a632-3e78-98b0-12e9cba45c98,,,,,,,,,,,,,,,,5,,,5.0,,,,,,
af26593f-f6fd-3d46-9cf5-83a2e04c8216,,,,,,,,,,,,,,,,1,,,4.0,,,,,,
8b490a09-fb9c-393d-9f0f-0b5f8516df98,,,,,,,,,,,,,,,,18,,,10.0,,,,,,
979e4a81-5c3f-3166-94c9-298576876ad7,,,,,,,,,,,,,,,,708,,,0.0,,,,,,
7ebf30fa-6078-3a4a-ab9b-4eb9657b9ad5,FY 2018-19,,,,,,,,,,,,,,,11,,,2.0,,,,,,
a97a349d-ba38-35f5-bbb0-829048513dac,FY 2017-18,,,2048044,,,,,,,,,,,,11,,,,,,,,,
02ebe66a-81de-3a95-bbb2-00f5662b9222,,,,,,,,,,,,,,,,31,,,0.0,,,,,,
6f54b089-9de8-3715-a3ef-669f304737bb,,,,,,,,,,,,,,,,17,,,35.0,,,,,,
eb64252c-724a-3532-b8dd-06c06cdd4ce5,,,,,,,,,,,,,,,,102,,,2.0,,,,,,
ddee9cf0-8660-30f3-92c1-c8ce7ff32037,,,,,,,,,,,,,,,,4,,,6.0,,,,,,
8f006b54-b699-33b6-9ccf-b7937f0b648f,,,,,,,,,,,,,,,,4,,,,,,,,,
d7c5b4a6-4620-3888-ae18-71cd1b496981,,,,,,,,,,,,,,,,4,,,4.0,,,,,,
21795eda-e551-3c6b-86d4-84f50d59b0a7,,,,,,,,,,,,,,,,40,,,10.0,,,,,,
4597cd18-7131-3074-9b78-cbc0ac9bea7b,,,,,,,,,,,,,,,,100,,,30.0,,,,,,
3272d247-7f21-3886-9ad5-53ae177f9b4b,,,,,,,,,,,,,,,,13,,,5.0,,,,,,
ca20c5b8-3de5-38e4-a7c4-e0d4590f3562,,,,,,,,,,,,,,,,3,,,,,,,,,
722a7cab-3f0e-38d7-9069-fe04a945bdd6,,,,,,,,,,,,,,,,9,,,25.0,,,,,,
76293662-0aca-3102-8606-73d1b5b0b141,,,,,,,,,,,,,,,,20,,,32.0,,,,,,
05b86793-59e4-3608-95fb-a1bc5f8eacd7,,,,,,,,,,,,,,,,35,,,25.0,,,,,,
809ca0b8-f67f-3e1e-87ad-59b0ad5948ff,,,,,,,,,,,,,,,,4,,,6.0,,,,,,
f6142df2-2d24-37a5-a234-29377cb88ffc,,,,,,,,,,,,,,,,18,,,10.0,,,,,,
99a5816f-9136-35f2-9c7d-42bef809b491,FY 2018-19,,,,,,,,,,,,,,,31,,,1.0,,,,,,
0f7d306d-3510-3792-afe8-a505d1e4761b,FY 2019-20,,,,,,,,,,,,,,,15,,,1.0,,,,,,
2d4eb1f3-4539-35d2-bc26-ae968afe7440,,,,,,,,,,,,,,,,7,,,10.0,,,,,,
ea82a64b-0649-344d-b20c-579561f8d77f,FY 2018-19,,,,,,,,,,,,,,,7,,,95.0,,,,,,
91aa4458-0652-3fe8-b3ff-ab1485afd61e,,,,,,,,,,,,,,,,15,,,1.0,,,,,,
ec79468a-0e58-32f6-87a3-3c01489f6f19,,,,,,,,,,,,,,,,1,,,1.0,,,,,,
87b7b637-9952-3e32-8ac0-b6b16e1ee62a,,,,,,,,,,,,,,,,32,,,45.0,,,,,,
76dd8727-2ba4-37eb-a095-33dd8802bd16,FY 2018-19,,,4187879,,,,,,,,,,,,18,,,4.0,,,,,,
bc5b8a70-26de-3156-be7a-1363a3d6207e,,,,,,,,,,,,,,,,60,,,4.0,,,,,,
11ebeb56-e6e1-3a35-9406-8a6b7aa98405,FY 2018-19,,,below 5 lakh,,,,,,,,,,,,4,,,12.0,,,,,,
c34b52b6-8217-3a25-953f-aa930f03da28,,,,,,,,,,,,,,,,28,,,5.0,,,,,,
0e1a1685-7160-3afb-abb0-f9b026221344,,,,,,,,,,,,,,,,10,,,150.0,,,,,,
4f65ca94-0c2f-34ef-8c7a-75d613b6cf72,,,,,,,,,,,,,,,,72,,,0.0,,,,,,
9a866191-310b-3d42-be88-509996271cc2,FY 2018-19,,,,,,,,,,,,,,,10,,,500.0,,,,,,
1e0d8d13-88f8-3163-b5fe-b19fa209612a,,,,,,,,,,,,,,,,7,,,4.0,,,,,,
995a93f4-378c-35a4-a785-778836d309b4,,,,,,,,,,,,,,,,25,,,5.0,,,,,,
dc60cbb5-64ec-3a1e-baf5-8a698c9ebd02,,,,,,,,,,,,,,,,138,,,3.0,,,,,,
07caad4c-36f8-3be5-8409-0005269b59fa,,,,,,,,,,,,,,,,16,,,10.0,,,,,,
272ec203-1444-393a-876f-dd829d807678,,,,,,,,,,,,,,,,10,,,4.0,,,,,,
134110a6-5b38-3648-a31f-0d17de115486,FY 2017-18,,,2600000,,,,,,,,,,,,21,,,13.0,,,,,,
65d6ba93-0f31-39dc-8ecc-96922fdde18e,,,,,,,,,,,,,,,,8,,,3.0,,,,,,
492882b6-602f-3a93-9b41-0cae6c204c4b,,,,,,,,,,,,,,,,41,,,6.0,,,,,,
1a3e9f94-a424-31d2-b897-ff0a8045e155,,,,,,,,,,,,,,,,15,,,10.0,,,,,,
11dbcb7d-1abe-3ec0-b699-8b8e6feaa58a,FY 2017-18,,,8,,,,,,,,,,,,4,,,12.0,,,,,,
85c7dcf0-9c55-3af4-8da2-5bf086dbc496,,,,,,,,,,,,,,,,10,,,25.0,,,,,,
08177d53-1bf2-3515-a716-f581c88ec7c4,,,,,,,,,,,,,,,,9,,,15.0,,,,,,
dfdd9677-6d49-39ca-aff4-6a13b2a7e421,,,,,,,,,,,,,,,,60,,,3.0,,,,,,
42c53424-d0b3-3f06-a6a6-cc2b8357567d,,,,,,,,,,,,,,,,15,,,11.0,,,,,,
a3b22b39-66cd-3f9b-9c2f-e8f466a9fdec,,,,,,,,,,,,,,,,2,,,15.0,,,,,,
2d406c70-7927-3968-881d-e91b1fdbacda,,,,,,,,,,,,,,,,4,,,10.0,,,,,,
65f1ee86-e979-334f-a00a-b54d2bd8cc7d,FY 2018-19,,,4507217.87,,,,,,,,,,,,5,,,,,,,,,
e0a1e473-6d64-3117-a5c6-b92f771b3d2d,,,,,,,,,,,,,,,,2,,,8.0,,,,,,
9468f2a7-8378-328d-9085-360d607fd572,,,,,,,,,,,,,,,,25,,,5.0,,,,,,
87b6a385-8337-331d-92f7-a242030b330c,,,,,,,,,,,,,,,,70,,,,,,,,,
65cbbee6-6250-3ab3-8487-102d3bdaeb96,,,,,,,,,,,,,,,,20,,,10.0,,,,,,
8990b162-83bb-38c3-be95-893f7f6b251d,,,,,,,,,,,,,,,,12,,,10.0,,,,,,
56d1bf86-854b-37a4-83a4-04619668206f,,,,,,,,,,,,,,,,56,,,1.0,,,,,,
5fdfaceb-f7db-3cfb-989d-9dcbe5722d1e,,,,,,,,,,,,,,,,231,,,49.0,,,,,,
