ngoId,fiscalYear,totalIncome,totalGrant,totalExpense,totalAssets,totalLiabilities,totalFundingGap,sourceOfFunds,majorFunders,ngoBudgetAllocation,ngoBudgetUtilization,auditReport,avgMonthlyExpenditure,avgMonthlyOverhead,longTermLoan,fulltimeEmployees,parttimeEmployees,employmentExpenses,fulltimeVolunteers,parttimeVolunteers,volunteerExpenses,consultants,consultantExpenses,occupancyExpenses,fundraisingExpenses
745aade5-894f-3795-960a-30dffd6d17fc,,,,,,,,,,,,,,,,13,,,4.0,,,,,,
b1192158-59d7-3716-8449-1b43528b02ac,,,,,,,,,,,,,,,,10,,,26.0,,,,,,
617a2463-9a21-3b5d-b50f-13552a488960,,,,,,,,,,,,,,,,243,,,,,,,,,
9315b44f-e3a4-321a-93ba-ea7e8519f59d,,,,,,,,,,,,,,,,3,,,10.0,,,,,,
59a28b2c-88d1-3376-b41d-8aea8282603d,,,,,,,,,,,,,,,,27,,,0.0,,,,,,
6a1b1cac-eb9a-3c4e-a317-4ca16a73f7af,,,,,,,,,,,,,,,,36,,,15.0,,,,,,
b17e9dd3-34d2-31a8-af85-24fbf5c7fc54,,,,,,,,,,,,,,,,25,,,10.0,,,,,,
337bd4c1-f1ec-367d-a930-71cef0ffac1a,,,,,,,,,,,,,,,,23,,,6.0,,,,,,
144c49c0-8115-3353-854c-72507e16d916,,,,,,,,,,,,,,,,111,,,1.0,,,,,,
f046d822-f1a7-3ab7-93d3-a482f2d04e9e,,,,,,,,,,,,,,,,100,,,10.0,,,,,,
122f6ee1-418b-3a6b-b05e-5f1462141ae1,,,,,,,,,,,,,,,,98,,,20.0,,,,,,
2142d253-6500-3eb7-9d40-ace1e663ec5f,,,,,,,,,,,,,,,,18,,,0.0,,,,,,
4a6ff8a5-160d-35cf-acae-fc4a25d174f9,,,,,,,,,,,,,,,,45,,,,,,,,,
e75bea70-e593-3f58-8b54-3c3aa319e1ea,,,,,,,,,,,,,,,,43,,,10.0,,,,,,
75b264ba-0c7a-37e7-9287-9d8821707dd9,,,,,,,,,,,,,,,,4,,,8.0,,,,,,
d13c9e3d-320d-3e7f-bc77-bfc3a667f93b,FY 2019-20,,,434274,,,,,,,,,,,,3,,,2.0,,,,,,
fc239b5e-d848-3e27-9605-1a877af57621,FY 2018-19,,,549791.97,,,,,,,,,,,,5,,,2.0,,,,,,
a3369891-7cd7-328c-a66a-d8d1c51104d6,,,,,,,,,,,,,,,,10,,,65.0,,,,,,
68b083c5-ea93-3f42-a0e7-d4392116ce77,,,,,,,,,,,,,,,,15,,,9.0,,,,,,
e4fa28eb-23e4-3ad1-9637-7cd5df33bbdf,,,,,,,,,,,,,,,,27,,,7.0,,,,,,
eaa6b75b-8fe0-34d8-bf0e-3c8eba7ee4c2,,,,,,,,,,,,,,,,90,,,40.0,,,,,,
eaa6b75b-8fe0-34d8-bf0e-3c8eba7ee4c2,,,,,,,,,,,,,,,,16,,,30.0,,,,,,
6cfe70d3-630d-3871-930e-4506d3955461,,,,,,,,,,,,,,,,10,,,5.0,,,,,,
0223688a-36bf-336a-adef-44a54ecdef2c,,,,,,,,,,,,,,,,5,,,21.0,,,,,,
ddf572b6-7d89-3773-95da-861082547f08,,,,,,,,,,,,,,,,15,,,10.0,,,,,,
631db1bf-4148-329a-8919-d05664058e82,,,,,,,,,,,,,,,,3,,,21.0,,,,,,
8dea4c5d-5109-3960-b953-82a3df92f7d6,,,,,,,,,,,,,,,,21,,,7.0,,,,,,
7dc8e4ff-2b17-3122-a9c6-dadec0abc9af,,,,,,,,,,,,,,,,36,,,8.0,,,,,,
a62f6640-0132-326e-a1e2-0b8c5da92ccb,,,,,,,,,,,,,,,,5,,,2.0,,,,,,
7f0070d7-062e-31d8-8056-32d970cc6854,,,,,,,,,,,,,,,,163,,,,,,,,,
5703e7a2-31dc-3899-a273-97d0771786f4,,,,,,,,,,,,,,,,30,,,20.0,,,,,,
bad1eb00-4ec4-3153-a6cb-d88e2acba5d3,,,,,,,,,,,,,,,,6,,,41.0,,,,,,
45eff0c8-519a-3cbc-8520-79e755e396b5,,,,,,,,,,,,,,,,43,,,7.0,,,,,,
963dff38-7f65-3ca8-bea9-d675f599bd32,,,,,,,,,,,,,,,,28,,,12.0,,,,,,
ccc7c184-c6f5-3fe2-83db-5615ed6c2d26,,,,,,,,,,,,,,,,30,,,15.0,,,,,,
951a6404-f219-341a-8eb8-4738a4a2c1e3,,,,,,,,,,,,,,,,11,,,4.0,,,,,,
05023ce6-178b-346f-b673-7df1762aa84f,,,,,,,,,,,,,,,,1300,,,200.0,,,,,,
8e80326d-b4d5-32dc-822b-54ce2f110b3b,,,,,,,,,,,,,,,,150,,,,,,,,,
db2d3f28-742a-319c-8c0f-f44b149e6add,,,,,,,,,,,,,,,,2,,,9.0,,,,,,
fef551b8-bad1-38c2-bcb5-6ae7a537783a,,,,,,,,,,,,,,,,25,,,45.0,,,,,,
81d6aba5-9259-3373-aad4-77353665ec0e,,,,,,,,,,,,,,,,7,,,125.0,,,,,,
73ddb929-00f9-3a1b-aa21-b0b85d992c80,FY 2018-19,,,8500000,,,,,,,,,,,,27,,,18.0,,,,,,
6f66a341-d287-3f24-8f98-ba21b53b235f,,,,,,,,,,,,,,,,7,,,11.0,,,,,,
76612cba-2176-358b-b14b-69cc4aaa7e85,,,,,,,,,,,,,,,,38,,,150.0,,,,,,
964a720c-6449-3086-9d54-a834ced76950,,,,,,,,,,,,,,,,12,,,20.0,,,,,,
fd451da8-af68-3784-9ad9-e5c996135d69,FY 2018-19,,,,,,,,,,,,,,,12,,,56.0,,,,,,
db348b2b-a254-3690-a2fe-4084f6922b73,FY 2018-19,,,3000000,,,,,,,,,,,,6,,,5.0,,,,,,
338113e3-5eda-3fdb-81f1-5f311de07c37,,,,,,,,,,,,,,,,11,,,8.0,,,,,,
6d6448cc-b2ec-3558-8ec8-e27455323cbe,,,,,,,,,,,,,,,,55,,,1.0,,,,,,
0ff3362c-30d7-3533-8568-de4d7520fefc,,,,,,,,,,,,,,,,359,,,44.0,,,,,,
3b776c45-8d69-3f0e-8572-7f9ee7f938cc,,,,,,,,,,,,,,,,148,,,0.0,,,,,,
b0114645-49ac-3063-b5f6-e1e4074ca2f6,,,,,,,,,,,,,,,,12,,,20.0,,,,,,
56531da0-9758-306e-b3f5-65e077421303,,,,,,,,,,,,,,,,6,,,15.0,,,,,,
7e75c8c9-9636-3a08-a683-3ed7c22aebf5,,,,,,,,,,,,,,,,20,,,50.0,,,,,,
d1a1cd8e-c0ae-3eb0-b491-679c38e1b838,,,,,,,,,,,,,,,,15,,,20.0,,,,,,
178abc53-c195-3f23-882f-ee83c8d90f72,,,,,,,,,,,,,,,,18,,,5.0,,,,,,
bb4f49b8-a1b2-38bc-a309-7c7cb23a67bd,,,,,,,,,,,,,,,,2,,,,,,,,,
14d64007-73ea-349a-9bf1-3be670ea08b4,,,,,,,,,,,,,,,,15,,,5.0,,,,,,
24fceb63-7081-3d80-87c8-b175ae2b1d4b,,,,,,,,,,,,,,,,131,,,0.0,,,,,,
2feb502d-f51a-34d4-a3cf-510559e7e9ca,,,,,,,,,,,,,,,,5,,,10.0,,,,,,
b5511517-04e7-38a1-86c8-cfc05c9bbdf5,,,,,,,,,,,,,,,,12,,,8.0,,,,,,
1b0f8542-9c40-3f0b-85ca-6d68e064b7ca,,,,,,,,,,,,,,,,50,,,,,,,,,
d201b058-c713-3b9d-8a29-c1e88aaf6597,,,,,,,,,,,,,,,,17,,,125.0,,,,,,
00ec35c0-3d45-3c3e-bee6-1e0c0d99123d,,,,,,,,,,,,,,,,25,,,0.0,,,,,,
094cb75d-c06f-3c9a-ad33-8499ffb6456e,,,,,,,,,,,,,,,,20,,,0.0,,,,,,
c9ddf172-64ca-3f9b-8d17-20fe95b139b1,,,,,,,,,,,,,,,,5,,,24.0,,,,,,
717faef7-cf8c-3f40-99fb-e137ea77690c,,,,,,,,,,,,,,,,7,,,20.0,,,,,,
0b651905-5df0-378b-aba5-cc2fb2a96bab,,,,,,,,,,,,,,,,10,,,10.0,,,,,,
c40569e4-d7c7-37c4-a163-5bf06581dba2,,,,,,,,,,,,,,,,7,,,30.0,,,,,,
3682a8cd-acd7-34ce-a61c-9644891305cc,,,,,,,,,,,,,,,,2,,,3.0,,,,,,
af317b79-407a-3ccf-a80f-32f569371a36,,,,,,,,,,,,,,,,30,,,2.0,,,,,,
fa34fa20-518c-3fa5-b39b-c5df37259c1b,,,,,,,,,,,,,,,,30,,,5.0,,,,,,
8bc3fe74-5c2c-3e56-a426-b246661dd2e2,,,,,,,,,,,,,,,,9,,,28.0,,,,,,
54120d76-9741-3c45-88cd-dd6a16a623c3,,,,,,,,,,,,,,,,8,,,200.0,,,,,,
df872f47-9b91-30e8-9020-95b9cdb5cb43,,,,,,,,,,,,,,,,70,,,1.0,,,,,,
a90c6437-c9e1-3325-baac-ca1b38267650,,,,,,,,,,,,,,,,117,,,,,,,,,
4c937fc4-f797-35c0-af17-a36cbfbf4e52,FY 2018-19,,,9205922,,,,,,,,,,,,,,,,,,,,,
a4a518a5-e5b1-3389-bd19-e1e34bf91061,FY 2019-20,,,38.53,,,,,,,,,,,,3,,,3.0,,,,,,
3fabab2b-e3d7-3368-8f88-b6f08d419d81,,,,,,,,,,,,,,,,35,,,5.0,,,,,,
2343551f-ff78-3be0-bd51-b5a8235a5273,,,,,,,,,,,,,,,,0,,,0.0,,,,,,
8ab998a5-0c1e-3d99-a883-bae202c9f3e0,,,,,,,,,,,,,,,,25,,,4.0,,,,,,
b26a7f92-1cdf-3b9e-8233-e12a341d8f00,,,,,,,,,,,,,,,,6,,,0.0,,,,,,
2f263b86-7f12-32de-9830-84e57400d84b,,,,,,,,,,,,,,,,35,,,,,,,,,
a6ab285f-95c6-39ca-bc0e-4ef5f58285fc,,,,,,,,,,,,,,,,40,,,0.0,,,,,,
4f96dd9a-e9c2-3421-b2d3-2aad70618735,,,,,,,,,,,,,,,,2,,,3.0,,,,,,
6b94bff8-f2fb-3221-bc42-cd9d1a425ec9,,,,,,,,,,,,,,,,82,,,7.0,,,,,,
f62f09f3-2ded-3195-94ff-b67650e4e113,,,,,,,,,,,,,,,,17,,,,,,,,,
22a4db41-e772-3128-9378-55ca1a5f9c0b,,,,,,,,,,,,,,,,23,,,65.0,,,,,,
c0122374-2311-3522-b981-050544c18cbf,,,,,,,,,,,,,,,,10,,,0.0,,,,,,
2d08efde-fe5f-3942-adfd-658f3962ac02,,,,,,,,,,,,,,,,1,,,6.0,,,,,,
319afb61-c2d1-3701-b41c-08df4f1eead5,,,,,,,,,,,,,,,,23,,,18.0,,,,,,
ea43b309-b5f7-3fb2-b3a8-830a9ac94b6c,,,,,,,,,,,,,,,,25,,,17.0,,,,,,
5c5af5a2-244e-32ba-a305-9773b9104444,,,,,,,,,,,,,,,,10,,,,,,,,,
58f3c8a1-12d2-3021-9a3c-fe3373ff6caa,FY 2017-18,,,,,,,,,,,,,,,1,,,20.0,,,,,,
d53412cf-2479-33d5-9416-4382e7929e91,,,,,,,,,,,,,,,,32,,,300.0,,,,,,
37d87a65-ab47-3d05-a9be-f79ee282092a,,,,,,,,,,,,,,,,6,,,,,,,,,
3d04d893-7710-3c8b-a659-503a1a0a3c09,FY 2018-19,,,52.98,,,,,,,,,,,,30,,,3.0,,,,,,
23944a34-64d7-3bcd-ac40-c49339fa2ff8,,,,,,,,,,,,,,,,7,,,15.0,,,,,,
d7a1297a-f5a7-3cf5-a80e-6ef869de47dc,,,,,,,,,,,,,,,,39,,,1.0,,,,,,
e6479d1c-1606-3fe8-b43c-e5cf00eb0b44,,,,,,,,,,,,,,,,4,,,10.0,,,,,,
409c7015-010d-3ec1-80b0-116a75ed431a,,,,,,,,,,,,,,,,15,,,5.0,,,,,,
7750cc8f-117b-383f-ab5f-9f13b98a34ec,,,,,,,,,,,,,,,,15,,,,,,,,,
93eacb71-950e-3d13-88c8-fb5fe7c62e62,,,,,,,,,,,,,,,,8,,,6.0,,,,,,
63b6cc87-f43a-3104-ae79-71023f88fb8e,FY 2018-19,,,Rs. 452272.20/-,,,,,,,,,,,,4,,,5.0,,,,,,
2c226093-7902-32bd-968c-92f1551ecc4f,,,,,,,,,,,,,,,,47,,,52.0,,,,,,
6e8a27d4-b2e3-304e-959b-d9a813d2eb16,,,,,,,,,,,,,,,,20,,,24.0,,,,,,
6c2431bc-7da5-3651-bad7-47777cf55418,,,,,,,,,,,,,,,,0,,,2.0,,,,,,
cb16d552-39dd-3007-81b8-197be4307ae1,,,,,,,,,,,,,,,,29,,,20.0,,,,,,
b7c773e4-a97b-303c-9796-986b4eae2a86,,,,,,,,,,,,,,,,87,,,54.0,,,,,,
25a529a3-7d9b-3695-89e0-7d8811ffdae6,,,,,,,,,,,,,,,,195,,,0.0,,,,,,
5775ee7c-1011-3048-b664-d342e4ec6dd7,,,,,,,,,,,,,,,,32,,,10.0,,,,,,
8b872d4d-5603-3413-a056-976d716b3860,,,,,,,,,,,,,,,,4,,,10.0,,,,,,
fc949974-6e61-3039-b7d8-b5402c4b303b,,,,,,,,,,,,,,,,117,,,342.0,,,,,,
464fe6d0-c5f9-3941-8994-b02376b0babd,,,,,,,,,,,,,,,,12,,,5.0,,,,,,
51085e75-5f58-3ad2-877e-dad39e98f4e6,,,,,,,,,,,,,,,,25,,,10.0,,,,,,
8fb1ac00-f0d9-32e5-bb45-360cba0dab07,,,,,,,,,,,,,,,,63,,,0.0,,,,,,
1f934110-bb1e-35b4-9ab0-5534b46e3b56,,,,,,,,,,,,,,,,69,,,7.0,,,,,,
7c08020f-9809-3cae-961a-76fe9a3b8614,,,,,,,,,,,,,,,,5,,,20.0,,,,,,
46cc5789-3cb0-3b98-bba5-1bff63aea14a,,,,,,,,,,,,,,,,100,,,0.0,,,,,,
5490678b-75b8-348b-99b1-a2a8c85fb345,,,,,,,,,,,,,,,,53,,,3.0,,,,,,
2e2634e1-7023-37b1-aec8-59c031577192,,,,,,,,,,,,,,,,2000,,,10000.0,,,,,,
d8fcd2e3-87cd-320c-959c-4d08ef1f6f6a,FY 2019-20,,,seventy Lakh,,,,,,,,,,,,13,,,1.0,,,,,,
258c3edf-1dcc-34a0-816c-867f23e0f653,,,,,,,,,,,,,,,,9,,,49.0,,,,,,
12b7b594-2343-3c5f-a2d5-2d63bae5da41,,,,,,,,,,,,,,,,12,,,120.0,,,,,,
a3b9e85a-597a-3307-9846-b6923921b9ff,,,,,,,,,,,,,,,,10,,,5.0,,,,,,
622017d9-c79c-31a8-bd31-c86de44980d3,,,,,,,,,,,,,,,,1140,,,,,,,,,
c6f7ccc7-06c2-39b1-be42-47c20f0b44b8,FY 2018-19,,,4569409,,,,,,,,,,,,15,,,12.0,,,,,,
1b1a13f4-5508-3428-a5d3-d5fd893d2861,,,,,,,,,,,,,,,,646,,,,,,,,,
8c4e7705-0f31-37d0-aa57-4480b423667b,,,,,,,,,,,,,,,,3,,,6.0,,,,,,
d41f4a3a-f06b-3693-9718-8e74c97fc61d,,,,,,,,,,,,,,,,6,,,,,,,,,
a6b4efd8-22ec-32eb-a75d-3360fcc1c2dc,,,,,,,,,,,,,,,,8,,,4.0,,,,,,
f8a65b68-5184-31bc-ab4c-c56d11b75b76,,,,,,,,,,,,,,,,7,,,12.0,,,,,,
b90e5166-0cf7-395f-b57b-0d9363e869c4,,,,,,,,,,,,,,,,1100,,,,,,,,,
b8b5711e-4fd3-3e22-b140-96ee41cdb07f,,,,,,,,,,,,,,,,6,,,1.0,,,,,,
4d052144-7b6b-307f-8165-a011433e6cd3,,,,,,,,,,,,,,,,53,,,1.0,,,,,,
4f902174-736f-3d76-9073-f678297dcae3,FY 2018-19,,,,,,,,,,,,,,,10,,,28.0,,,,,,
31bc9e85-fb68-33cd-b034-65bb6b095701,,,,,,,,,,,,,,,,55,,,15.0,,,,,,
f83c2a40-ed06-3708-84a1-3a5bd205f420,,,,,,,,,,,,,,,,330,,,,,,,,,
9b1d70cd-8ae2-37ed-854d-84089ddced23,,,,,,,,,,,,,,,,9,,,,,,,,,
36b2c0aa-8a47-389a-bded-c04ce70d4eb8,,,,,,,,,,,,,,,,5,,,,,,,,,
72d1c400-b147-345b-bb4d-21a047f8b2a3,,,,,,,,,,,,,,,,193,,,80.0,,,,,,
c9c8e417-434b-3833-97e2-0f760c4eef14,,,,,,,,,,,,,,,,10,,,1.0,,,,,,
fb3e1c4a-3fc1-32b5-aee0-eb745aee1e3d,,,,,,,,,,,,,,,,1,,,3.0,,,,,,
ef932a54-7a55-371a-b169-bd0ca1209aa3,,,,,,,,,,,,,,,,4,,,34.0,,,,,,
ef0c1a4b-15d2-389c-9307-92ac421ae32f,,,,,,,,,,,,,,,,7,,,5.0,,,,,,
b4f493ad-13c9-348b-a785-82dbcbd7c03f,,,,,,,,,,,,,,,,6,,,15.0,,,,,,
32c7ef2d-6f59-351b-b0f2-7935bf03502b,,,,,,,,,,,,,,,,11,,,0.0,,,,,,
29a6f541-f28c-35b3-906f-6e9bc24e5dfa,,,,,,,,,,,,,,,,23,,,,,,,,,
da3a2c06-7cc5-39a9-8de7-fc535f14462d,,,,,,,,,,,,,,,,46,,,15.0,,,,,,
c539d1bb-b94c-3ca7-831a-8566c61cb338,,,,,,,,,,,,,,,,0,,,0.0,,,,,,
9434ed9b-d877-36af-b6d9-881cfadb7147,,,,,,,,,,,,,,,,23,,,20.0,,,,,,
a3e40e10-9be0-3981-b9a0-c3896e0ec32a,FY 2018-19,,,84.86,,,,,,,,,,,,7,,,3.0,,,,,,
2602f8b8-bbf0-3fdc-bd01-b5157c4c2aea,,,,,,,,,,,,,,,,1,,,4.0,,,,,,
8346c3f5-a0eb-3b95-81a9-d10375755025,FY 2018-19,,,464958,,,,,,,,,,,,30,,,,,,,,,
af59e252-2d2a-39c1-9f8c-8be47661ac1d,,,,,,,,,,,,,,,,6,,,56.0,,,,,,
65a77f25-6416-37cc-9772-ba324bc8a561,,,,,,,,,,,,,,,,14,,,15.0,,,,,,
f4ec3361-522c-3e97-8e6b-ed3ac2a5943b,,,,,,,,,,,,,,,,24,,,,,,,,,
e65791a0-052b-3d67-80fd-be8a54f18f26,,,,,,,,,,,,,,,,230,,,30.0,,,,,,
422731d1-18f5-3299-b526-b8331187e25b,,,,,,,,,,,,,,,,15,,,25.0,,,,,,
25314634-a7a4-3e6e-a374-f6fc5e6d9efb,,,,,,,,,,,,,,,,15,,,10.0,,,,,,
942d7272-9d68-3edb-976d-c37148813976,,,,,,,,,,,,,,,,35,,,,,,,,,
fab982db-b305-35c8-aeda-9e0fd2a3ea94,,,,,,,,,,,,,,,,0,,,13.0,,,,,,
71466870-0625-337b-b43e-c1c85f33a6d6,,,,,,,,,,,,,,,,15,,,95.0,,,,,,
0f4c7ef3-adea-3dc1-b0b3-cc23e9f70a09,,,,,,,,,,,,,,,,0,,,6.0,,,,,,
7902f442-eb0a-302c-934d-979807415ac5,,,,,,,,,,,,,,,,10,,,30.0,,,,,,
721205a8-0e8e-3f6d-ab6b-81da43964399,,,,,,,,,,,,,,,,15,,,7.0,,,,,,
08ae762c-aa0c-32b9-b3e5-2b6998b1d572,,,,,,,,,,,,,,,,334,,,,,,,,,
66f200ab-b76f-396b-8359-683443e93aa7,,,,,,,,,,,,,,,,9,,,21.0,,,,,,
5ef27ea2-1c18-3b94-b02a-8c7dc01ba2d6,,,,,,,,,,,,,,,,16,,,15.0,,,,,,
3ca230f6-dba7-336c-b8a8-44030cd12d9a,,,,,,,,,,,,,,,,55,,,43.0,,,,,,
f4d50599-7601-30ca-b6c1-f2088cc374e6,,,,,,,,,,,,,,,,95,,,2.0,,,,,,
658b117c-cbbf-3e35-95bd-d3dae79bca96,FY 2018-19,,,44272000,,,,,,,,,,,,192,,,14.0,,,,,,
53202631-bb56-3a84-a25e-c5df02dc8b79,,,,,,,,,,,,,,,,96,,,225.0,,,,,,
a7de127b-21ad-372c-a6e3-7c257c337946,FY 2018-19,,,,,,,,,,,,,,,100,,,50.0,,,,,,
a46b07b3-0ad4-309b-b383-fe2adb9ba4f8,,,,,,,,,,,,,,,,35,,,84.0,,,,,,
64c1a71b-c7da-301f-a374-81cb3cd64ee3,,,,,,,,,,,,,,,,82,,,115.0,,,,,,
88a7a872-5bd9-34ea-a230-cd6ab2030bf2,,,,,,,,,,,,,,,,24,,,40.0,,,,,,
0d4f49ee-a294-3c13-a5ef-a2e5f309ebef,,,,,,,,,,,,,,,,15,,,20.0,,,,,,
f348bf29-b9a3-3452-ac63-603548f0dc85,,,,,,,,,,,,,,,,180,,,,,,,,,
397f7ca6-d580-39e4-8231-c06b6316bc85,,,,,,,,,,,,,,,,9,,,6.0,,,,,,
024f5d31-c61e-3cab-9b00-88dc7f6af6d6,,,,,,,,,,,,,,,,5,,,27.0,,,,,,
69dc01da-163d-3de7-af01-268616d45bd5,,,,,,,,,,,,,,,,7,,,,,,,,,
dfeb955d-5fcd-368a-8c5b-9b91c5a10a3c,,,,,,,,,,,,,,,,25,,,5.0,,,,,,
bc9d8734-94f8-3619-bd36-28f5a9d3fd31,FY 2018-19,,,2574229,,,,,,,,,,,,20,,,0.0,,,,,,
71997585-af3b-34c3-8969-33d196293791,FY 2018-19,,,8,,,,,,,,,,,,8,,,4.0,,,,,,
f0c48367-0d6a-3419-89f0-bd3967c382fc,,,,,,,,,,,,,,,,54,,,,,,,,,
2c5015bb-2db4-3b4f-b2af-b367d610b6d5,,,,,,,,,,,,,,,,5,,,40.0,,,,,,
bfa435ee-68d9-3ccf-85b1-775a1987ea2d,,,,,,,,,,,,,,,,0,,,2.0,,,,,,
c90b8082-9d4e-3f88-86c5-528e64a88276,,,,,,,,,,,,,,,,4,,,,,,,,,
